episode,big_cpu_freq,little_cpu_freq,big_util,little_util,ipc,cache_miss,fps,action,loss,reward
50,1804800,1305600,0.000000, 3.050000, 0.171103, 0.027778, 26,45, 0.03398708254098892,0.5137251791131612
51,710400,844800,0.200000, 2.500000, 0.471204, 0.016667, 26,24, 0.09120701998472214,0.9006221250190428
52,1401600,1113600,0.500000, 2.266667, 0.489130, 0.022222, 26,35, 0.05343889817595482,0.742732780168359
53,1171200,576000,0.000000, 3.166667, 0.296540, 0.022222, 26,10, 0.08709147572517395,0.8422764943731614
54,1804800,844800,0.400000, 3.500000, 0.224719, 0.022222, 26,29, 0.0637531653046608,0.548451992271834
55,2227200,576000,0.200000, 3.800000, 0.490463, 0.044444, 26,7, 0.25915005803108215,0.17624700029568674
56,940800,576000,0.000000, 2.761905, 0.489130, 0.011111, 26,9, 0.20721058547496796,0.8867226650575445
57,1612800,844800,0.200000, 3.166667, 0.478723, 0.011111, 26,28, 0.20131468772888184,0.6651457450949012
58,1171200,672000,0.250000, 3.500000, 0.482574, 0.016667, 26,18, 0.15204444527626038,0.8390969345105319
59,1171200,1632000,0.666667, 3.291667, 0.447761, 0.011111, 26,58, 0.023248856887221336,0.7575607633250661
60,1171200,672000,0.000000, 2.233333, 0.471204, 0.016667, 25,18, 0.19174642860889435,0.7990969345105319
61,2227200,672000,0.000000, 3.350000, 0.432692, 0.016667, 25,23, 0.09784309566020966,0.13306744043305718
